id,vehicle_number,date,time,violation,location,video_name,confidence,traffic_light_color,violation_type,image_path,ocr_text,plate_number
7212,Unknown,,,,Test Location,,,,Red Light Violation,,,
7213,Unknown,,,,Test Location,,,,Red Light Violation,,,
7214,Unknown,,,,Test Location,,,,Lane Violation,,,
7215,Unknown,,,,Test Location,,,,Red Light Violation,,,
7216,Unknown,,,,Test Location,,,,Red Light Violation,,,
7217,Unknown,,,,Test Location,,,,Lane Violation,,,
7218,Unknown,,,,Test Location,,,,Helmet Violation,,,
7219,Unknown,,,,Test Location,,,,Red Light Violation,,,
7220,Unknown,,,,Test Location,,,,Red Light Violation,,,
7221,Unknown,,,,Test Location,,,,Lane Violation,,,
7222,Unknown,,,,Test Location,,,,Red Light Violation,,,
7223,Unknown,,,,Test Location,,,,Red Light Violation,,,
7224,Unknown,,,,Test Location,,,,Lane Violation,,,
7225,Unknown,,,,Test Location,,,,Helmet Violation,,,
7226,Unknown,,,,Test Location,,,,Red Light Violation,,,
7227,Unknown,,,,Test Location,,,,Red Light Violation,,,
7228,Unknown,,,,Test Location,,,,Lane Violation,,,
7229,Unknown,,,,Test Location,,,,Red Light Violation,,,
7230,Unknown,,,,Test Location,,,,Red Light Violation,,,
7231,Unknown,,,,Test Location,,,,Lane Violation,,,
7232,Unknown,,,,Test Location,,,,Helmet Violation,,,
7233,Unknown,,,,Test Location,,,,Red Light Violation,,,
7234,Unknown,,,,Test Location,,,,Red Light Violation,,,
7235,Unknown,,,,Test Location,,,,Lane Violation,,,
7236,Unknown,,,,Test Location,,,,Red Light Violation,,,
7237,Unknown,,,,Test Location,,,,Red Light Violation,,,
7238,Unknown,,,,Test Location,,,,Lane Violation,,,
7239,Unknown,,,,Test Location,,,,Helmet Violation,,,
7240,Unknown,,,,Test Location,,,,Red Light Violation,,,
7241,Unknown,,,,Test Location,,,,Red Light Violation,,,
7242,Unknown,,,,Test Location,,,,Lane Violation,,,
7243,Unknown,,,,Test Location,,,,Red Light Violation,,,
7244,Unknown,,,,Test Location,,,,Red Light Violation,,,
7245,Unknown,,,,Test Location,,,,Lane Violation,,,
7246,Unknown,,,,Test Location,,,,Helmet Violation,,,
7247,Unknown,,,,Test Location,,,,Red Light Violation,,,
7248,Unknown,,,,Test Location,,,,Red Light Violation,,,
7249,Unknown,,,,Test Location,,,,Lane Violation,,,
7250,Unknown,,,,Test Location,,,,Red Light Violation,,,
7251,Unknown,,,,Test Location,,,,Red Light Violation,,,
7252,Unknown,,,,Test Location,,,,Lane Violation,,,
7253,Unknown,,,,Test Location,,,,Helmet Violation,,,
7254,Unknown,,,,Test Location,,,,Red Light Violation,,,
7255,Unknown,,,,Test Location,,,,Red Light Violation,,,
7256,Unknown,,,,Test Location,,,,Lane Violation,,,
7257,Unknown,,,,Test Location,,,,Red Light Violation,,,
7258,Unknown,,,,Test Location,,,,Red Light Violation,,,
7259,Unknown,,,,Test Location,,,,Lane Violation,,,
7260,Unknown,,,,Test Location,,,,Helmet Violation,,,
7261,Unknown,,,,Test Location,,,,Red Light Violation,,,
7262,Unknown,,,,Test Location,,,,Red Light Violation,,,
7263,Unknown,,,,Test Location,,,,Lane Violation,,,
7264,Unknown,,,,Test Location,,,,Red Light Violation,,,
7265,Unknown,,,,Test Location,,,,Red Light Violation,,,
7266,Unknown,,,,Test Location,,,,Lane Violation,,,
7267,Unknown,,,,Test Location,,,,Helmet Violation,,,
7268,Unknown,,,,Test Location,,,,Red Light Violation,,,
7269,Unknown,,,,Test Location,,,,Red Light Violation,,,
7270,Unknown,,,,Test Location,,,,Lane Violation,,,
7271,Unknown,,,,Test Location,,,,Red Light Violation,,,
7272,Unknown,,,,Test Location,,,,Red Light Violation,,,
7273,Unknown,,,,Test Location,,,,Lane Violation,,,
7274,Unknown,,,,Test Location,,,,Red Light Violation,,,
7275,Unknown,,,,Test Location,,,,Lane Violation,,,
7276,Unknown,,,,Test Location,,,,Red Light Violation,,,
7277,Unknown,,,,Test Location,,,,Lane Violation,,,
7278,Unknown,,,,Test Location,,,,Red Light Violation,,,
7279,Unknown,,,,Test Location,,,,Lane Violation,,,
7280,Unknown,,,,Test Location,,,,Red Light Violation,,,
7281,Unknown,,,,Test Location,,,,Lane Violation,,,
7282,Unknown,,,,Test Location,,,,Red Light Violation,,,
7283,Unknown,,,,Test Location,,,,Lane Violation,,,
7284,Unknown,,,,Test Location,,,,Red Light Violation,,,
7285,Unknown,,,,Test Location,,,,Lane Violation,,,
7286,Unknown,,,,Test Location,,,,Red Light Violation,,,
7287,Unknown,,,,Test Location,,,,Lane Violation,,,
7288,Unknown,,,,Test Location,,,,Red Light Violation,,,
7289,Unknown,,,,Test Location,,,,Lane Violation,,,
7290,Unknown,,,,Test Location,,,,Red Light Violation,,,
7291,Unknown,,,,Test Location,,,,Lane Violation,,,
7292,Unknown,,,,Test Location,,,,Red Light Violation,,,
7293,Unknown,,,,Test Location,,,,Lane Violation,,,
7294,Unknown,,,,Test Location,,,,Red Light Violation,,,
7295,Unknown,,,,Test Location,,,,Lane Violation,,,
7296,Unknown,,,,Test Location,,,,Red Light Violation,,,
7297,Unknown,,,,Test Location,,,,Lane Violation,,,
7298,Unknown,,,,Test Location,,,,Red Light Violation,,,
7299,Unknown,,,,Test Location,,,,Lane Violation,,,
7300,Unknown,,,,Test Location,,,,Red Light Violation,,,
7301,Unknown,,,,Test Location,,,,Red Light Violation,,,
7302,Unknown,,,,Test Location,,,,Lane Violation,,,
7303,Unknown,,,,Test Location,,,,Red Light Violation,,,
7304,Unknown,,,,Test Location,,,,Red Light Violation,,,
7305,Unknown,,,,Test Location,,,,Red Light Violation,,,
7306,Unknown,,,,Test Location,,,,Lane Violation,,,
7307,Unknown,,,,Test Location,,,,Red Light Violation,,,
7308,Unknown,,,,Test Location,,,,Red Light Violation,,,
7309,Unknown,,,,Test Location,,,,Red Light Violation,,,
7310,Unknown,,,,Test Location,,,,Lane Violation,,,
7311,Unknown,,,,Test Location,,,,Red Light Violation,,,
7312,Unknown,,,,Test Location,,,,Red Light Violation,,,
7313,Unknown,,,,Test Location,,,,Red Light Violation,,,
7314,Unknown,,,,Test Location,,,,Lane Violation,,,
7315,Unknown,,,,Test Location,,,,Red Light Violation,,,
7316,Unknown,,,,Test Location,,,,Red Light Violation,,,
7317,Unknown,,,,Test Location,,,,Red Light Violation,,,
7318,Unknown,,,,Test Location,,,,Lane Violation,,,
7319,Unknown,,,,Test Location,,,,Red Light Violation,,,
7320,Unknown,,,,Test Location,,,,Red Light Violation,,,
7321,Unknown,,,,Test Location,,,,Red Light Violation,,,
7322,Unknown,,,,Test Location,,,,Lane Violation,,,
7323,Unknown,,,,Test Location,,,,Red Light Violation,,,
7324,Unknown,,,,Test Location,,,,Red Light Violation,,,
7325,Unknown,,,,Test Location,,,,Red Light Violation,,,
7326,Unknown,,,,Test Location,,,,Lane Violation,,,
7327,Unknown,,,,Test Location,,,,Red Light Violation,,,
7328,Unknown,,,,Test Location,,,,Red Light Violation,,,
7329,Unknown,,,,Test Location,,,,Red Light Violation,,,
7330,Unknown,,,,Test Location,,,,Lane Violation,,,
7331,Unknown,,,,Test Location,,,,Red Light Violation,,,
7332,Unknown,,,,Test Location,,,,Red Light Violation,,,
7333,Unknown,,,,Test Location,,,,Red Light Violation,,,
7334,Unknown,,,,Test Location,,,,Lane Violation,,,
7335,Unknown,,,,Test Location,,,,Red Light Violation,,,
7336,Unknown,,,,Test Location,,,,Red Light Violation,,,
7337,Unknown,,,,Test Location,,,,Red Light Violation,,,
7338,Unknown,,,,Test Location,,,,Lane Violation,,,
7339,Unknown,,,,Test Location,,,,Red Light Violation,,,
7340,Unknown,,,,Test Location,,,,Red Light Violation,,,
7341,Unknown,,,,Test Location,,,,Red Light Violation,,,
7342,Unknown,,,,Test Location,,,,Lane Violation,,,
7343,Unknown,,,,Test Location,,,,Red Light Violation,,,
7344,Unknown,,,,Test Location,,,,Red Light Violation,,,
7345,Unknown,,,,Test Location,,,,Red Light Violation,,,
7346,Unknown,,,,Test Location,,,,Lane Violation,,,
7347,Unknown,,,,Test Location,,,,Red Light Violation,,,
7348,Unknown,,,,Test Location,,,,Red Light Violation,,,
7349,Unknown,,,,Test Location,,,,Red Light Violation,,,
7350,Unknown,,,,Test Location,,,,Lane Violation,,,
7351,Unknown,,,,Test Location,,,,Red Light Violation,,,
7352,Unknown,,,,Test Location,,,,Red Light Violation,,,
7353,Unknown,,,,Test Location,,,,Red Light Violation,,,
7354,Unknown,,,,Test Location,,,,Lane Violation,,,
7355,Unknown,,,,Test Location,,,,Red Light Violation,,,
7356,Unknown,,,,Test Location,,,,Red Light Violation,,,
7357,Unknown,,,,Test Location,,,,Red Light Violation,,,
7358,Unknown,,,,Test Location,,,,Lane Violation,,,
7359,Unknown,,,,Test Location,,,,Red Light Violation,,,
7360,Unknown,,,,Test Location,,,,Red Light Violation,,,
7361,Unknown,,,,Test Location,,,,Red Light Violation,,,
7362,Unknown,,,,Test Location,,,,Lane Violation,,,
7363,Unknown,,,,Test Location,,,,Red Light Violation,,,
7364,Unknown,,,,Test Location,,,,Red Light Violation,,,
7365,Unknown,,,,Test Location,,,,Red Light Violation,,,
7366,Unknown,,,,Test Location,,,,Lane Violation,,,
7367,Unknown,,,,Test Location,,,,Lane Violation,,,
7368,Unknown,,,,Test Location,,,,Lane Violation,,,
7369,Unknown,,,,Test Location,,,,Lane Violation,,,
7370,Unknown,,,,Test Location,,,,Red Light Violation,,,
7371,Unknown,,,,Test Location,,,,Lane Violation,,,
7372,Unknown,,,,Test Location,,,,Lane Violation,,,
7373,Unknown,,,,Test Location,,,,Lane Violation,,,
7374,Unknown,,,,Test Location,,,,Lane Violation,,,
7375,Unknown,,,,Test Location,,,,Red Light Violation,,,
7376,Unknown,,,,Test Location,,,,Lane Violation,,,
7377,Unknown,,,,Test Location,,,,Lane Violation,,,
7378,Unknown,,,,Test Location,,,,Lane Violation,,,
7379,Unknown,,,,Test Location,,,,Lane Violation,,,
7380,Unknown,,,,Test Location,,,,Red Light Violation,,,
7381,Unknown,,,,Test Location,,,,Lane Violation,,,
7382,Unknown,,,,Test Location,,,,Lane Violation,,,
7383,Unknown,,,,Test Location,,,,Lane Violation,,,
7384,Unknown,,,,Test Location,,,,Lane Violation,,,
7385,Unknown,,,,Test Location,,,,Red Light Violation,,,
7386,Unknown,,,,Test Location,,,,Lane Violation,,,
7387,Unknown,,,,Test Location,,,,Lane Violation,,,
7388,Unknown,,,,Test Location,,,,Lane Violation,,,
7389,Unknown,,,,Test Location,,,,Lane Violation,,,
7390,Unknown,,,,Test Location,,,,Red Light Violation,,,
7391,Unknown,,,,Test Location,,,,Lane Violation,,,
7392,Unknown,,,,Test Location,,,,Lane Violation,,,
7393,Unknown,,,,Test Location,,,,Lane Violation,,,
7394,Unknown,,,,Test Location,,,,Lane Violation,,,
7395,Unknown,,,,Test Location,,,,Red Light Violation,,,
7396,Unknown,,,,Test Location,,,,Lane Violation,,,
7397,Unknown,,,,Test Location,,,,Lane Violation,,,
7398,Unknown,,,,Test Location,,,,Lane Violation,,,
7399,Unknown,,,,Test Location,,,,Lane Violation,,,
7400,Unknown,,,,Test Location,,,,Red Light Violation,,,
7401,Unknown,,,,Test Location,,,,Lane Violation,,,
7402,Unknown,,,,Test Location,,,,Lane Violation,,,
7403,Unknown,,,,Test Location,,,,Lane Violation,,,
7404,Unknown,,,,Test Location,,,,Lane Violation,,,
7405,Unknown,,,,Test Location,,,,Red Light Violation,,,
7406,Unknown,,,,Test Location,,,,Lane Violation,,,
7407,Unknown,,,,Test Location,,,,Red Light Violation,,,
7408,Unknown,,,,Test Location,,,,Red Light Violation,,,
7409,Unknown,,,,Test Location,,,,Lane Violation,,,
7410,Unknown,,,,Test Location,,,,Red Light Violation,,,
7411,Unknown,,,,Test Location,,,,Lane Violation,,,
7412,Unknown,,,,Test Location,,,,Red Light Violation,,,
7413,Unknown,,,,Test Location,,,,Red Light Violation,,,
7414,Unknown,,,,Test Location,,,,Lane Violation,,,
7415,Unknown,,,,Test Location,,,,Red Light Violation,,,
7416,Unknown,,,,Test Location,,,,Lane Violation,,,
7417,Unknown,,,,Test Location,,,,Red Light Violation,,,
7418,Unknown,,,,Test Location,,,,Red Light Violation,,,
7419,Unknown,,,,Test Location,,,,Lane Violation,,,
7420,Unknown,,,,Test Location,,,,Red Light Violation,,,
7421,Unknown,,,,Test Location,,,,Lane Violation,,,
7422,Unknown,,,,Test Location,,,,Red Light Violation,,,
7423,Unknown,,,,Test Location,,,,Red Light Violation,,,
7424,Unknown,,,,Test Location,,,,Lane Violation,,,
7425,Unknown,,,,Test Location,,,,Red Light Violation,,,
7426,Unknown,,,,Test Location,,,,Lane Violation,,,
7427,Unknown,,,,Test Location,,,,Red Light Violation,,,
7428,Unknown,,,,Test Location,,,,Red Light Violation,,,
7429,Unknown,,,,Test Location,,,,Lane Violation,,,
7430,Unknown,,,,Test Location,,,,Red Light Violation,,,
7431,Unknown,,,,Test Location,,,,Lane Violation,,,
7432,Unknown,,,,Test Location,,,,Red Light Violation,,,
7433,Unknown,,,,Test Location,,,,Red Light Violation,,,
7434,Unknown,,,,Test Location,,,,Lane Violation,,,
7435,Unknown,,,,Test Location,,,,Red Light Violation,,,
7436,Unknown,,,,Test Location,,,,Lane Violation,,,
7437,Unknown,,,,Test Location,,,,Red Light Violation,,,
7438,Unknown,,,,Test Location,,,,Red Light Violation,,,
7439,Unknown,,,,Test Location,,,,Lane Violation,,,
7440,Unknown,,,,Test Location,,,,Red Light Violation,,,
7441,Unknown,,,,Test Location,,,,Lane Violation,,,
7442,Unknown,,,,Test Location,,,,Red Light Violation,,,
7443,Unknown,,,,Test Location,,,,Red Light Violation,,,
7444,Unknown,,,,Test Location,,,,Lane Violation,,,
7445,Unknown,,,,Test Location,,,,Red Light Violation,,,
7446,Unknown,,,,Test Location,,,,Lane Violation,,,
7447,Unknown,,,,Test Location,,,,Red Light Violation,,,
7448,Unknown,,,,Test Location,,,,Lane Violation,,,
7449,Unknown,,,,Test Location,,,,Lane Violation,,,
7450,Unknown,,,,Test Location,,,,Lane Violation,,,
7451,Unknown,,,,Test Location,,,,Red Light Violation,,,
7452,Unknown,,,,Test Location,,,,Red Light Violation,,,
7453,Unknown,,,,Test Location,,,,Red Light Violation,,,
7454,Unknown,,,,Test Location,,,,Lane Violation,,,
7455,Unknown,,,,Test Location,,,,Red Light Violation,,,
7456,Unknown,,,,Test Location,,,,Lane Violation,,,
7457,Unknown,,,,Test Location,,,,Lane Violation,,,
7458,Unknown,,,,Test Location,,,,Lane Violation,,,
7459,Unknown,,,,Test Location,,,,Red Light Violation,,,
7460,Unknown,,,,Test Location,,,,Red Light Violation,,,
7461,Unknown,,,,Test Location,,,,Red Light Violation,,,
7462,Unknown,,,,Test Location,,,,Lane Violation,,,
7463,Unknown,,,,Test Location,,,,Red Light Violation,,,
7464,Unknown,,,,Test Location,,,,Lane Violation,,,
7465,Unknown,,,,Test Location,,,,Lane Violation,,,
7466,Unknown,,,,Test Location,,,,Lane Violation,,,
7467,Unknown,,,,Test Location,,,,Red Light Violation,,,
7468,Unknown,,,,Test Location,,,,Red Light Violation,,,
7469,Unknown,,,,Test Location,,,,Red Light Violation,,,
7470,Unknown,,,,Test Location,,,,Lane Violation,,,
7471,Unknown,,,,Test Location,,,,Red Light Violation,,,
7472,Unknown,,,,Test Location,,,,Lane Violation,,,
7473,Unknown,,,,Test Location,,,,Lane Violation,,,
7474,Unknown,,,,Test Location,,,,Lane Violation,,,
7475,Unknown,,,,Test Location,,,,Red Light Violation,,,
7476,Unknown,,,,Test Location,,,,Red Light Violation,,,
7477,Unknown,,,,Test Location,,,,Red Light Violation,,,
7478,Unknown,,,,Test Location,,,,Lane Violation,,,
7479,Unknown,,,,Test Location,,,,Red Light Violation,,,
7480,Unknown,,,,Test Location,,,,Lane Violation,,,
7481,Unknown,,,,Test Location,,,,Lane Violation,,,
7482,Unknown,,,,Test Location,,,,Lane Violation,,,
7483,Unknown,,,,Test Location,,,,Red Light Violation,,,
7484,Unknown,,,,Test Location,,,,Red Light Violation,,,
7485,Unknown,,,,Test Location,,,,Red Light Violation,,,
7486,Unknown,,,,Test Location,,,,Lane Violation,,,
7487,Unknown,,,,Test Location,,,,Red Light Violation,,,
7488,Unknown,,,,Test Location,,,,Lane Violation,,,
7489,Unknown,,,,Test Location,,,,Lane Violation,,,
7490,Unknown,,,,Test Location,,,,Lane Violation,,,
7491,Unknown,,,,Test Location,,,,Red Light Violation,,,
7492,Unknown,,,,Test Location,,,,Red Light Violation,,,
7493,Unknown,,,,Test Location,,,,Red Light Violation,,,
7494,Unknown,,,,Test Location,,,,Lane Violation,,,
7495,Unknown,,,,Test Location,,,,Red Light Violation,,,
7496,Unknown,,,,Test Location,,,,Lane Violation,,,
7497,Unknown,,,,Test Location,,,,Lane Violation,,,
7498,Unknown,,,,Test Location,,,,Lane Violation,,,
7499,Unknown,,,,Test Location,,,,Red Light Violation,,,
7500,Unknown,,,,Test Location,,,,Red Light Violation,,,
7501,Unknown,,,,Test Location,,,,Red Light Violation,,,
7502,Unknown,,,,Test Location,,,,Lane Violation,,,
7503,Unknown,,,,Test Location,,,,Red Light Violation,,,
7504,Unknown,,,,Test Location,,,,Lane Violation,,,
7505,Unknown,,,,Test Location,,,,Lane Violation,,,
7506,Unknown,,,,Test Location,,,,Lane Violation,,,
7507,Unknown,,,,Test Location,,,,Red Light Violation,,,
7508,Unknown,,,,Test Location,,,,Red Light Violation,,,
7509,Unknown,,,,Test Location,,,,Red Light Violation,,,
7510,Unknown,,,,Test Location,,,,Lane Violation,,,
7511,Unknown,,,,Test Location,,,,Red Light Violation,,,
7512,Unknown,,,,Test Location,,,,Lane Violation,,,
7513,Unknown,,,,Test Location,,,,Lane Violation,,,
7514,Unknown,,,,Test Location,,,,Lane Violation,,,
7515,Unknown,,,,Test Location,,,,Red Light Violation,,,
7516,Unknown,,,,Test Location,,,,Red Light Violation,,,
7517,Unknown,,,,Test Location,,,,Red Light Violation,,,
7518,Unknown,,,,Test Location,,,,Lane Violation,,,
7519,Unknown,,,,Test Location,,,,Red Light Violation,,,
7520,Unknown,,,,Test Location,,,,Lane Violation,,,
7521,Unknown,,,,Test Location,,,,Lane Violation,,,
7522,Unknown,,,,Test Location,,,,Lane Violation,,,
7523,Unknown,,,,Test Location,,,,Red Light Violation,,,
7524,Unknown,,,,Test Location,,,,Red Light Violation,,,
7525,Unknown,,,,Test Location,,,,Red Light Violation,,,
7526,Unknown,,,,Test Location,,,,Lane Violation,,,
7527,Unknown,,,,Test Location,,,,Red Light Violation,,,
7528,Unknown,,,,Test Location,,,,Lane Violation,,,
7529,Unknown,,,,Test Location,,,,Lane Violation,,,
7530,Unknown,,,,Test Location,,,,Lane Violation,,,
7531,Unknown,,,,Test Location,,,,Red Light Violation,,,
7532,Unknown,,,,Test Location,,,,Red Light Violation,,,
7533,Unknown,,,,Test Location,,,,Red Light Violation,,,
7534,Unknown,,,,Test Location,,,,Lane Violation,,,
7535,Unknown,,,,Test Location,,,,Red Light Violation,,,
7536,Unknown,,,,Test Location,,,,Lane Violation,,,
7537,Unknown,,,,Test Location,,,,Lane Violation,,,
7538,Unknown,,,,Test Location,,,,Lane Violation,,,
7539,Unknown,,,,Test Location,,,,Red Light Violation,,,
7540,Unknown,,,,Test Location,,,,Red Light Violation,,,
7541,Unknown,,,,Test Location,,,,Red Light Violation,,,
7542,Unknown,,,,Test Location,,,,Lane Violation,,,
7543,Unknown,,,,Test Location,,,,Red Light Violation,,,
7544,Unknown,,,,Test Location,,,,Lane Violation,,,
7545,Unknown,,,,Test Location,,,,Lane Violation,,,
7546,Unknown,,,,Test Location,,,,Lane Violation,,,
7547,Unknown,,,,Test Location,,,,Red Light Violation,,,
7548,Unknown,,,,Test Location,,,,Red Light Violation,,,
7549,Unknown,,,,Test Location,,,,Red Light Violation,,,
7550,Unknown,,,,Test Location,,,,Lane Violation,,,
7551,Unknown,,,,Test Location,,,,Red Light Violation,,,
7552,Unknown,,,,Test Location,,,,Lane Violation,,,
7553,Unknown,,,,Test Location,,,,Lane Violation,,,
7554,Unknown,,,,Test Location,,,,Lane Violation,,,
7555,Unknown,,,,Test Location,,,,Red Light Violation,,,
7556,Unknown,,,,Test Location,,,,Red Light Violation,,,
7557,Unknown,,,,Test Location,,,,Red Light Violation,,,
7558,Unknown,,,,Test Location,,,,Red Light Violation,,,
7559,Unknown,,,,Test Location,,,,Red Light Violation,,,
7560,Unknown,,,,Test Location,,,,Lane Violation,,,
7561,Unknown,,,,Test Location,,,,Red Light Violation,,,
7562,Unknown,,,,Test Location,,,,Red Light Violation,,,
7563,Unknown,,,,Test Location,,,,Red Light Violation,,,
7564,Unknown,,,,Test Location,,,,Lane Violation,,,
7565,Unknown,,,,Test Location,,,,Red Light Violation,,,
7566,Unknown,,,,Test Location,,,,Red Light Violation,,,
7567,Unknown,,,,Test Location,,,,Red Light Violation,,,
7568,Unknown,,,,Test Location,,,,Lane Violation,,,
7569,Unknown,,,,Test Location,,,,Red Light Violation,,,
7570,Unknown,,,,Test Location,,,,Red Light Violation,,,
7571,Unknown,,,,Test Location,,,,Red Light Violation,,,
7572,Unknown,,,,Test Location,,,,Lane Violation,,,
7573,Unknown,,,,Test Location,,,,Red Light Violation,,,
7574,Unknown,,,,Test Location,,,,Red Light Violation,,,
7575,Unknown,,,,Test Location,,,,Red Light Violation,,,
7576,Unknown,,,,Test Location,,,,Lane Violation,,,
7577,Unknown,,,,Test Location,,,,Red Light Violation,,,
7578,Unknown,,,,Test Location,,,,Red Light Violation,,,
7579,Unknown,,,,Test Location,,,,Red Light Violation,,,
7580,Unknown,,,,Test Location,,,,Lane Violation,,,
7581,Unknown,,,,Test Location,,,,Red Light Violation,,,
7582,Unknown,,,,Test Location,,,,Lane Violation,,,
7583,Unknown,,,,Test Location,,,,Red Light Violation,,,
7584,Unknown,,,,Test Location,,,,Red Light Violation,,,
7585,Unknown,,,,Test Location,,,,Red Light Violation,,,
7586,Unknown,,,,Test Location,,,,Lane Violation,,,
7587,Unknown,,,,Test Location,,,,Red Light Violation,,,
7588,Unknown,,,,Test Location,,,,Red Light Violation,,,
7589,Unknown,,,,Test Location,,,,Red Light Violation,,,
7590,Unknown,,,,Test Location,,,,Lane Violation,,,
7591,Unknown,,,,Test Location,,,,Red Light Violation,,,
7592,Unknown,,,,Test Location,,,,Red Light Violation,,,
7593,Unknown,,,,Test Location,,,,Red Light Violation,,,
7594,Unknown,,,,Test Location,,,,Lane Violation,,,
7595,Unknown,,,,Test Location,,,,Red Light Violation,,,
7596,Unknown,,,,Test Location,,,,Red Light Violation,,,
7597,Unknown,,,,Test Location,,,,Red Light Violation,,,
7598,Unknown,,,,Test Location,,,,Lane Violation,,,
7599,Unknown,,,,Test Location,,,,Red Light Violation,,,
7600,Unknown,,,,Test Location,,,,Red Light Violation,,,
7601,Unknown,,,,Test Location,,,,Red Light Violation,,,
7602,Unknown,,,,Test Location,,,,Lane Violation,,,
7603,Unknown,,,,Test Location,,,,Red Light Violation,,,
7604,Unknown,,,,Test Location,,,,Red Light Violation,,,
7605,Unknown,,,,Test Location,,,,Red Light Violation,,,
7606,Unknown,,,,Test Location,,,,Lane Violation,,,
7607,Unknown,,,,Test Location,,,,Red Light Violation,,,
7608,Unknown,,,,Test Location,,,,Red Light Violation,,,
7609,Unknown,,,,Test Location,,,,Red Light Violation,,,
7610,Unknown,,,,Test Location,,,,Lane Violation,,,
7611,Unknown,,,,Test Location,,,,Red Light Violation,,,
7612,Unknown,,,,Test Location,,,,Red Light Violation,,,
7613,Unknown,,,,Test Location,,,,Red Light Violation,,,
7614,Unknown,,,,Test Location,,,,Lane Violation,,,
7615,Unknown,,,,Test Location,,,,Red Light Violation,,,
7616,Unknown,,,,Test Location,,,,Red Light Violation,,,
7617,Unknown,,,,Test Location,,,,Red Light Violation,,,
7618,Unknown,,,,Test Location,,,,Lane Violation,,,
7619,Unknown,,,,Test Location,,,,Lane Violation,,,
7620,Unknown,,,,Test Location,,,,Red Light Violation,,,
7621,Unknown,,,,Test Location,,,,Lane Violation,,,
7622,Unknown,,,,Test Location,,,,Lane Violation,,,
7623,Unknown,,,,Test Location,,,,Red Light Violation,,,
7624,Unknown,,,,Test Location,,,,Lane Violation,,,
7625,Unknown,,,,Test Location,,,,Lane Violation,,,
7626,Unknown,,,,Test Location,,,,Red Light Violation,,,
7627,Unknown,,,,Test Location,,,,Lane Violation,,,
7628,Unknown,,,,Test Location,,,,Lane Violation,,,
7629,Unknown,,,,Test Location,,,,Red Light Violation,,,
7630,Unknown,,,,Test Location,,,,Lane Violation,,,
7631,Unknown,,,,Test Location,,,,Lane Violation,,,
7632,Unknown,,,,Test Location,,,,Red Light Violation,,,
7633,Unknown,,,,Test Location,,,,Lane Violation,,,
7634,Unknown,,,,Test Location,,,,Lane Violation,,,
7635,Unknown,,,,Test Location,,,,Red Light Violation,,,
7636,Unknown,,,,Test Location,,,,Lane Violation,,,
7637,Unknown,,,,Test Location,,,,Red Light Violation,,,
7638,Unknown,,,,Test Location,,,,Lane Violation,,,
7639,Unknown,,,,Test Location,,,,Lane Violation,,,
7640,Unknown,,,,Test Location,,,,Red Light Violation,,,
7641,Unknown,,,,Test Location,,,,Lane Violation,,,
7642,Unknown,,,,Test Location,,,,Red Light Violation,,,
7643,Unknown,,,,Test Location,,,,Lane Violation,,,
7644,Unknown,,,,Test Location,,,,Lane Violation,,,
7645,Unknown,,,,Test Location,,,,Red Light Violation,,,
7646,Unknown,,,,Test Location,,,,Lane Violation,,,
7647,Unknown,,,,Test Location,,,,Red Light Violation,,,
7648,Unknown,,,,Test Location,,,,Lane Violation,,,
7649,Unknown,,,,Test Location,,,,Lane Violation,,,
7650,Unknown,,,,Test Location,,,,Red Light Violation,,,
7651,Unknown,,,,Test Location,,,,Lane Violation,,,
7652,Unknown,,,,Test Location,,,,Red Light Violation,,,
7653,Unknown,,,,Test Location,,,,Lane Violation,,,
7654,Unknown,,,,Test Location,,,,Lane Violation,,,
7655,Unknown,,,,Test Location,,,,Red Light Violation,,,
7656,Unknown,,,,Test Location,,,,Lane Violation,,,
7657,Unknown,,,,Test Location,,,,Red Light Violation,,,
7658,Unknown,,,,Test Location,,,,Lane Violation,,,
7659,Unknown,,,,Test Location,,,,Lane Violation,,,
7660,Unknown,,,,Test Location,,,,Red Light Violation,,,
7661,Unknown,,,,Test Location,,,,Lane Violation,,,
7662,Unknown,,,,Test Location,,,,Red Light Violation,,,
7663,Unknown,,,,Test Location,,,,Red Light Violation,,,
7664,Unknown,,,,Test Location,,,,Lane Violation,,,
7665,Unknown,,,,Test Location,,,,Red Light Violation,,,
7666,Unknown,,,,Test Location,,,,Lane Violation,,,
7667,Unknown,,,,Test Location,,,,Red Light Violation,,,
7668,Unknown,,,,Test Location,,,,Lane Violation,,,
7669,Unknown,,,,Test Location,,,,Red Light Violation,,,
7670,Unknown,,,,Test Location,,,,Red Light Violation,,,
7671,Unknown,,,,Test Location,,,,Lane Violation,,,
7672,Unknown,,,,Test Location,,,,Red Light Violation,,,
7673,Unknown,,,,Test Location,,,,Lane Violation,,,
7674,Unknown,,,,Test Location,,,,Red Light Violation,,,
7675,Unknown,,,,Test Location,,,,Lane Violation,,,
7676,Unknown,,,,Test Location,,,,Red Light Violation,,,
7677,Unknown,,,,Test Location,,,,Red Light Violation,,,
7678,Unknown,,,,Test Location,,,,Lane Violation,,,
7679,Unknown,,,,Test Location,,,,Red Light Violation,,,
7680,Unknown,,,,Test Location,,,,Lane Violation,,,
7681,Unknown,,,,Test Location,,,,Red Light Violation,,,
7682,Unknown,,,,Test Location,,,,Lane Violation,,,
